"","GSM2544275","GSM2544276","GSM2544277","GSM2544278","GSM2544279","GSM2544280","GSM2544281","GSM2544282","GSM2544283","GSM2544284","GSM2544285","GSM2544286","GSM2544287","GSM2544288","GSM2544289","GSM2544290","GSM2544291","GSM2544292","GSM2544293","GSM2544294","GSM2544295","GSM2544296","GSM2544297","GSM2544298","GSM2544299","GSM2544300","GSM2544301","GSM2544302","GSM2544303","GSM2544304","GSM2544305","GSM2544306","GSM2544307","GSM2544308","GSM2544309","GSM2544310","GSM2544311","GSM2544312","GSM2544313","GSM2544314","GSM2544315","GSM2544316","GSM2544317","GSM2544318","GSM2544319","GSM2544320","GSM2544321","GSM2544322","GSM2544323","GSM2544324","GSM2544325","GSM2544326","GSM2544327","GSM2544328","GSM2544329","GSM2544330","GSM2544331","GSM2544332","GSM2544333","GSM2544334","GSM2544335"
"OTTHUMG00000015943",3.08406,2.98813,3.08345,3.1917,3.02812,3.15992,3.13169,3.42997,3.36207,3.48705,3.41645,2.8752,2.84056,3.08161,3.50692,2.97714,3.34917,3.39629,2.94349,3.49231,2.86483,3.24874,3.46088,3.33908,3.12235,2.9658,3.10639,3.0592,3.67771,2.94851,2.84143,2.84954,3.07535,3.11868,3.22177,3.33462,2.97636,2.86693,2.88811,3.28718,3.07873,2.91882,2.90139,2.91227,3.22364,2.99793,2.98282,3.24452,3.15483,2.93071,3.31107,2.95649,3.10783,3.22755,3.28954,3.43799,3.63652,3.51558,3.37396,3.13642,3.23864
"OTTHUMG00000015949",3.09412,2.8398,3.04079,3.35513,3.2536,3.05671,3.32047,3.84247,3.19667,3.20514,3.29546,3.15895,3.68749,3.61252,3.35935,3.54506,3.13969,3.50368,3.34843,3.52044,4.01172,3.33051,3.62057,4.14863,3.96631,4.64989,3.42604,3.26628,3.90854,3.12099,3.99386,3.84202,3.60229,3.16722,4.34095,3.5187,3.07614,4.30635,3.37632,4.36426,3.59392,3.53314,3.21974,3.40924,3.9527,4.51989,5.27753,3.59669,3.3932,3.54913,3.27253,3.61032,3.37413,3.40973,3.51137,3.45468,2.86145,3.51111,3.89623,3.90508,3.6451
"OTTHUMG00000015954",3.88867,3.70043,3.68237,3.46241,3.81249,3.89023,3.91909,4.32437,4.09093,3.59118,4.08917,3.78449,4.30887,3.62452,4.11506,4.43534,4.05749,4.00236,3.88344,4.06059,3.401,3.97239,4.10251,3.65427,3.93531,3.75361,4.1406,3.878,3.87412,3.57106,3.68633,3.69935,3.57845,3.76339,3.78055,3.84502,3.62041,3.40674,4.10047,3.79047,3.45222,3.57992,3.74068,3.60808,4.36351,3.67333,3.73009,3.89365,3.42547,3.86217,3.71056,3.60249,3.73891,3.54242,4.04955,3.69648,3.76495,3.64623,3.79879,3.53777,3.74891
"OTTHUMG00000015958",3.1693,3.13133,3.11166,3.70802,2.87866,3.66996,3.00686,3.1936,2.94647,3.4057,2.95027,3.295,3.52683,3.12947,3.40912,2.40967,3.14449,3.43317,3.3655,2.51324,2.9386,3.08054,3.099,3.80921,4.2481,2.7389,2.62843,2.54674,3.86844,3.83664,3.36592,3.35838,3.65036,3.06398,2.93905,3.2599,3.29022,3.14648,3.73119,3.18315,3.24171,3.59032,3.39866,2.95794,3.22646,2.78459,3.27312,3.36157,3.24434,3.0101,2.87961,3.2479,3.24545,3.4222,2.82523,3.22426,2.5692,2.71118,2.82365,3.22225,3.18224
"OTTHUMG00000015959",3.35985,3.1281,3.19889,3.01262,3.20073,3.19845,3.08613,3.25649,3.23151,3.20997,3.15356,3.10145,3.24039,3.12241,3.17116,3.34019,3.16711,3.23632,3.2083,3.35447,3.14624,3.37786,3.09554,3.13529,3.27606,3.2435,3.24498,3.23616,3.24178,3.44008,3.14133,3.15959,3.2347,3.10581,3.15021,3.29967,2.99184,2.99053,3.11058,3.18856,3.11715,3.05736,2.97832,2.9573,3.10324,3.1092,3.15779,3.38156,3.00921,3.04548,3.09536,3.04627,3.16244,3.06615,2.98846,3.05215,3.10924,3.15965,3.06055,3.11975,3.16428
"OTTHUMG00000015961",3.93959,4.26422,4.07428,4.1506,4.16914,4.5064,4.26798,4.52076,4.34298,3.78306,4.1026,4.16424,4.40253,4.29168,4.78797,3.97213,4.2654,4.90898,4.2291,4.15984,4.29157,4.49389,4.3393,4.26327,5.14248,4.31345,4.51071,4.4328,4.50858,4.11078,4.15453,3.9546,4.36248,4.19586,4.4032,4.05463,4.21391,4.14875,4.65717,4.37436,4.15075,4.64525,3.78453,3.86765,3.94187,4.70837,4.32369,4.08399,3.73654,3.6046,3.95159,4.19134,3.70532,4.21,3.89082,3.96603,4.26607,3.69237,4.19133,3.989,4.69379
"OTTHUMG00000015962",3.51537,3.04982,3.02948,3.36468,3.35121,3.26907,3.22151,3.09952,2.99759,2.88135,2.98947,3.44799,3.13735,3.22099,3.50418,2.92263,3.21064,3.1642,3.04924,2.96368,3.05018,3.22362,3.12935,3.11306,3.56375,3.18261,3.35448,3.03452,3.76611,3.19805,2.83661,3.24091,3.09967,3.1179,2.66323,3.14119,3.48435,3.32204,3.16043,2.93041,3.10558,3.14993,2.97047,2.69789,3.09897,3.57009,3.314,3.08249,3.04927,3.12677,2.80278,3.2638,3.90878,2.7497,3.17531,3.07257,3.00979,3.11999,2.97857,3.0052,2.96466
"OTTHUMG00000015973",2.97786,2.95097,2.76565,2.88933,3.03362,3.0418,2.71131,3.13714,2.97421,3.02816,3.15181,3.08892,3.15962,3.03924,3.25458,3.03273,3.07113,2.86951,3.16331,3.0961,3.07902,2.91086,3.03924,3.026,3.06833,3.15134,3.151,3.12135,3.37428,2.91222,3.17276,3.12124,3.06797,3.1793,2.95452,2.91033,2.97867,3.00853,3.0205,3.32204,3.13725,3.06629,3.03924,3.04931,2.97206,3.12018,3.0155,3.20466,2.74693,2.76156,2.90669,3.03145,3.19429,3.11751,3.18907,3.13043,3.00257,3.04261,2.83238,3.04007,3.00031
"OTTHUMG00000015978",4.96932,5.59753,5.54821,5.12465,5.04818,5.19704,5.1558,5.4031,5.49836,5.39026,5.31849,5.29282,4.60336,4.75375,5.11625,5.54582,5.32375,5.1214,5.43014,5.80809,4.93896,5.12715,4.9505,5.04402,4.83786,4.98426,5.28749,5.27989,4.76198,5.16238,5.09636,5.02204,5.26398,5.19128,5.37244,5.23614,5.04515,5.38037,4.99246,5.18543,5.38026,5.02401,5.31528,5.37167,5.10869,4.95191,4.74955,5.22332,5.31563,5.04497,4.93001,4.67812,4.63906,4.87182,5.90479,4.90052,4.80509,5.05199,4.78717,4.97846,5.10464
"OTTHUMG00000015979",3.43969,3.33704,3.2662,3.13195,3.07129,3.44094,3.19865,3.43494,3.21659,3.33111,3.36598,3.26866,3.38705,3.23512,3.30632,3.53684,3.35778,3.17798,3.29191,3.84178,2.92529,3.68518,3.22796,3.13975,2.95636,3.01524,3.53937,2.86931,3.11332,3.43705,2.94906,3.15391,3.20836,3.36726,3.20838,3.69523,2.9358,3.14562,3.48698,2.91375,3.43809,3.47379,3.54227,2.99612,3.11019,3.19706,3.25828,3.39929,3.29562,3.18735,3.14213,3.2573,3.21838,3.11218,3.26163,3.26687,3.1915,3.20415,3.22852,3.06453,3.27342
"OTTHUMG00000015980",3.00938,3.00002,2.62431,3.10906,2.77955,2.74336,3.04807,2.96121,2.92514,2.84873,2.82824,2.99952,2.96922,3.01297,2.78059,2.83808,2.85367,2.96941,3.48668,3.06327,2.97204,2.90417,2.88306,3.00343,3.16715,2.93775,2.85358,2.95347,2.98146,2.90653,3.18224,3.19245,2.90868,2.75166,3.0293,3.38579,2.70654,2.92924,2.74503,3.16647,2.7555,3.09223,2.95045,3.25129,2.7939,3.1135,3.00627,3.21615,3.29906,2.93414,2.78796,2.92552,2.82764,2.91374,2.83878,3.32454,3.2835,2.7886,2.87834,3.00386,2.89914
"OTTHUMG00000015981",3.62696,2.98602,3.21438,3.14014,3.19874,3.16756,3.1378,3.22967,2.70545,3.09482,2.89434,3.40694,3.15184,2.8993,3.2017,2.91965,2.88021,3.1823,3.80865,3.20001,3.64452,3.07446,3.17146,3.57998,2.94254,2.90377,3.2287,3.12376,3.05437,3.04705,2.8069,2.99175,2.70942,3.07033,3.16377,3.25706,2.93025,3.13741,3.36376,3.26967,3.18632,3.17332,3.29237,3.05727,2.99982,3.1807,3.31592,3.44216,2.94229,3.05995,3.25131,3.14066,2.94507,3.1023,3.62119,3.29728,3.038,3.174,2.9998,2.84135,3.74246
"OTTHUMG00000015982",3.44292,2.8946,2.91853,3.00519,3.21698,2.87988,2.6383,3.28071,3.12448,2.88132,3.14223,3.38183,3.18986,3.24788,2.78559,3.05316,3.26259,2.96641,3.25614,3.01618,2.68974,3.23168,3.38418,3.13825,3.12099,3.2494,3.52727,3.09373,2.97814,2.96983,2.96672,3.06951,2.95329,3.10576,3.08979,3.30149,3.10781,3.07158,3.27326,3.32529,3.62609,2.98846,3.0296,3.23503,3.17567,2.99654,3.18692,3.05592,2.82673,2.78749,3.29439,3.42546,3.33482,3.18477,3.40491,3.18681,3.00032,3.00761,3.38498,3.02197,3.04388
"OTTHUMG00000015988",4.19129,4.42389,4.1728,3.52316,3.62372,3.37543,3.76316,4.12108,3.78649,3.49231,4.03308,3.33852,3.97325,4.16472,3.51713,3.79943,3.38397,3.82434,3.74215,3.6762,4.68528,4.1039,3.35354,3.58976,3.75868,3.93827,3.68679,3.58542,3.91216,3.92184,3.42902,3.64391,3.88907,4.52005,3.94768,5.11036,3.89856,3.44399,4.25651,3.7197,3.8994,3.53397,3.82498,3.70032,3.96241,3.25385,3.79537,3.59293,4.0148,4.07805,3.92796,3.84588,3.78448,3.50828,3.51331,3.79785,3.27771,3.80426,3.68269,3.55605,3.49263
"OTTHUMG00000015989",4.58011,5.3424,4.11657,3.01007,3.01491,3.02689,3.33041,4.29195,3.14975,3.24189,5.02206,3.59666,3.79366,4.30779,3.3129,4.71521,2.87154,3.30451,3.80058,2.92074,4.03201,3.24589,3.69729,3.50027,4.44628,3.67588,4.31134,4.05828,4.20547,4.20341,3.30279,3.57313,4.37422,4.47878,3.06446,4.81204,4.26068,3.12687,4.20717,3.57255,3.84866,3.29836,3.94116,3.37533,3.42931,3.00089,2.81729,3.55432,3.32666,3.43281,3.54843,3.75992,3.30205,3.31645,3.12405,3.49176,3.02824,3.64495,2.97491,2.92682,3.28239
"OTTHUMG00000015993",3.07425,3.16578,3.16289,2.98663,3.05261,2.86188,3.17126,3.18277,3.47982,3.02707,3.11429,3.04796,3.38536,3.08171,3.35804,2.82139,3.14217,3.08173,3.23567,3.29018,3.24068,3.34046,3.26568,3.28671,3.22675,3.26165,3.25445,2.9668,3.08017,3.04189,2.92069,3.16763,2.85042,3.1152,3.08259,2.99159,3.18147,3.11001,3.32916,2.91915,3.06311,3.04449,2.77846,2.96158,2.85816,3.04937,3.00492,3.28908,2.94674,2.85622,2.83644,2.92067,2.80551,3.18155,3.03441,2.82537,2.77627,2.9666,2.88459,3.06559,3.12498
"OTTHUMG00000015997",2.78268,2.69675,2.54041,2.96518,2.62331,2.64862,2.67055,2.64972,2.57316,2.83595,2.57844,2.92901,2.91473,2.74487,2.87877,2.89907,2.61609,2.86689,2.91648,2.65082,2.58879,2.87393,2.68047,2.98447,2.66187,2.85921,2.77806,2.97452,2.8691,2.62047,2.98142,2.82442,2.73327,2.7563,2.59363,2.96822,2.79918,2.49066,2.96702,2.97223,2.62114,2.69489,2.87414,2.33129,2.81771,2.76441,2.65576,2.48916,2.53736,2.72065,2.52318,2.6836,2.84648,2.7639,2.81692,2.62122,2.63662,2.57137,2.70502,2.66852,2.57844
"OTTHUMG00000016010",3.32315,3.89182,3.59888,2.53746,4.50508,3.3229,4.15152,3.49523,3.73448,4.45335,3.56417,3.76875,3.38576,3.89768,3.46695,3.33546,3.27685,3.27593,4.22186,3.1409,3.41037,3.18837,3.82572,3.19492,4.52867,3.48762,3.71992,3.46664,3.1001,3.81609,3.45028,2.75668,3.85823,3.45237,3.96997,3.46622,3.39879,3.7572,3.18154,3.35512,3.69512,3.57081,3.53244,3.12067,3.43118,3.39138,3.46977,3.86951,3.24394,3.39147,3.21747,3.43775,3.57159,3.56436,3.41277,3.00335,3.09233,3.7652,3.30677,3.2799,3.38054
"OTTHUMG00000016019",3.27763,2.94092,3.34515,2.75938,3.91506,2.93089,3.07792,3.34802,3.05478,2.9177,2.87095,2.98065,2.96982,3.02435,3.09519,3.01466,2.90106,3.64318,3.07535,3.02135,3.12097,3.60248,3.37895,3.49077,3.81071,3.01069,3.36836,3.11013,2.89391,3.03371,3.05272,3.19076,2.99903,3.09337,3.71363,2.73065,3.33532,3.14148,3.21258,3.25758,3.63813,3.31535,3.10144,3.47766,2.97921,2.87697,3.18997,3.22931,2.78128,3.06441,3.59772,3.43472,3.00958,2.659,3.08765,2.68555,2.87451,3.05018,3.31962,2.9759,3.53572
"OTTHUMG00000016020",3.00881,2.90454,2.76381,2.74338,2.52659,2.8863,2.56891,2.79533,2.72643,3.12199,3.12158,3.23628,3.00846,2.87981,3.1106,2.74539,2.61427,2.97623,2.99342,3.11351,2.60096,2.93242,3.01979,2.7014,3.32721,2.99763,2.68378,2.81431,3.19701,2.80775,2.49958,2.82276,2.85888,2.84366,2.6809,3.15338,3.08508,3.3001,3.3118,3.57335,2.94298,3.01671,2.63219,3.01488,3.13487,2.97167,2.81518,3.56472,2.89255,2.99242,2.79274,2.85955,3.09426,2.91954,3.05901,2.96337,2.85654,2.83152,2.79517,2.95317,3.03183
"OTTHUMG00000016040",3.4958,3.69861,3.62908,2.99812,3.21668,2.89145,3.20391,3.47205,3.48434,3.33853,3.65536,3.42636,3.1424,3.52041,3.28192,3.25233,3.92518,3.52232,3.60904,3.55559,3.45986,3.71371,3.16906,3.40579,3.34606,3.44751,3.42852,3.23864,2.86864,3.39536,3.06646,3.82064,3.63534,3.27967,3.48325,3.26149,3.42873,3.33438,3.77122,3.95107,3.44726,3.34043,3.09508,3.20251,3.53557,3.31557,3.46949,3.54269,3.08819,3.24631,3.65415,3.54201,3.8604,3.51379,3.52302,3.4316,3.5673,3.50842,3.41974,2.98604,3.31721
"OTTHUMG00000016041",3.21395,3.08354,3.17127,3.05932,3.10808,3.23475,3.55092,3.30673,3.32155,3.14156,3.25141,3.57659,3.42314,2.97407,3.38108,3.12066,3.10818,2.79836,3.13815,3.06665,3.13014,3.61595,2.93972,3.18962,3.2095,3.47804,3.40755,3.12392,3.22122,3.2456,3.09285,2.85464,3.28893,3.4354,3.5522,3.34661,3.05468,2.82456,3.18633,3.19513,2.93267,3.12163,3.41291,3.24842,3.08186,3.08031,3.1006,3.16928,3.15013,3.48474,3.15741,3.6468,3.70299,3.66751,3.14502,3.10596,3.05622,2.97183,3.26331,3.06254,3.04367
"OTTHUMG00000016042",3.91989,2.88588,3.20881,3.18382,3.54706,3.10633,3.95369,3.3128,3.22674,3.37376,2.83787,3.26774,3.30044,2.75406,3.07436,3.35063,3.37217,3.06929,3.28158,3.02853,3.30364,3.13347,3.25226,3.37685,3.82889,3.05903,3.60475,3.00669,3.45114,3.30562,3.29691,2.87108,3.55498,3.30882,2.94136,3.53532,2.71304,3.24802,3.37722,3.1744,3.01884,2.95628,3.31954,2.8854,3.22196,3.36608,4.08213,3.32196,3.24921,3.76815,3.43152,3.71603,3.42164,3.29367,2.50645,3.08262,3.42218,3.347,3.25223,3.01573,2.92806
"OTTHUMG00000016043",3.48193,3.07967,3.23302,3.57093,3.08661,3.09921,3.40151,3.34196,3.178,3.47719,3.22969,3.40887,3.57705,3.21041,3.50941,3.50452,3.39568,3.63878,3.41314,3.59613,2.86658,3.2978,3.13413,3.44811,3.67162,3.57405,3.43385,3.29018,3.15792,3.37244,3.03834,2.98062,3.27277,3.25109,3.55603,3.23598,3.1407,3.18805,3.43476,3.34877,3.22459,3.29648,3.28017,3.37345,3.32234,3.40327,3.28832,3.24578,3.19321,3.36132,3.34289,3.28307,3.6344,3.34497,2.95353,3.35291,3.3462,3.36085,3.21531,3.24354,3.33725
"OTTHUMG00000016045",2.99852,2.99267,2.65622,2.77816,2.67997,3.13307,2.86428,3.08227,2.72341,3.23462,3.21746,2.85926,2.66931,2.91916,2.7963,3.07094,3.05872,2.90454,3.03414,3.43727,2.77329,2.87351,3.10511,3.59899,3.07468,2.73096,2.83647,2.91854,2.88624,2.74559,2.86465,2.61732,2.99027,2.8661,3.16709,2.77363,2.98102,3.371,3.23006,2.92156,2.97364,3.39629,2.67587,3.17048,2.81686,3.96741,2.94348,3.36236,3.04324,3.20342,3.49599,3.03322,3.42198,2.85502,3.26346,2.79867,2.88403,3.27205,2.93671,2.84448,2.97049
"OTTHUMG00000016049",3.5719,3.08014,2.90389,3.28615,3.34752,3.42021,3.02449,3.08602,3.10073,2.90911,3.13133,3.62825,3.73844,3.12241,2.9914,2.9034,2.82033,3.09393,2.96724,3.34367,3.51626,2.9175,2.99858,3.25591,2.9239,2.967,3.13836,2.99691,3.16203,3.24043,3.22743,2.94156,3.06593,2.9443,3.19595,3.63037,2.7395,2.65526,2.89884,3.05602,2.86257,3.15792,3.18766,3.13148,3.29795,3.23864,2.95657,2.82103,2.63297,2.88154,3.13049,2.74599,2.82486,3.16707,3.45814,3.0344,2.91879,2.65245,3.09545,3.08293,3.02467
"OTTHUMG00000016051",3.37892,3.5426,2.71571,3.10247,3.41716,3.31146,3.10592,2.83038,4.03109,3.80096,3.97457,3.5628,3.55972,3.05339,2.88459,2.8031,3.31737,2.68295,3.77037,3.69873,3.29903,2.97694,2.94333,3.2542,3.30425,3.18995,2.98986,3.61026,3.1754,3.2474,3.30963,3.49227,2.69884,3.34904,3.31121,3.27269,3.28976,3.35689,3.41606,3.48963,3.62276,3.0112,3.42173,3.51355,3.4086,3.64774,3.20419,3.69018,2.95566,3.42357,3.58732,3.09402,2.83493,3.42067,3.64452,3.6727,3.50135,3.51063,3.45608,3.75425,3.65944
"OTTHUMG00000016052",2.7889,2.71916,2.8166,2.86991,2.90031,2.59658,2.7718,2.61595,3.0644,2.80691,2.79949,2.73805,2.93217,2.6707,2.75051,2.94883,2.68219,2.85533,3.12373,2.75251,2.69798,3.36866,2.77023,2.98974,3.07556,2.94521,3.16672,2.61527,2.97733,2.94592,2.7991,2.64287,2.81412,3.01861,2.98663,2.71947,2.76362,2.59142,2.79343,2.84601,2.5949,2.71798,2.96618,2.45042,2.79268,2.72162,2.76743,2.79566,2.61637,2.52041,3.12624,3.20854,2.87121,2.63299,2.62594,2.65234,2.77463,2.66349,2.89834,2.78745,3.01762
"OTTHUMG00000016053",3.49888,2.95553,3.3795,3.30318,3.28891,3.37128,3.37028,3.37979,3.34457,3.24647,3.52592,4.0048,3.63352,3.35865,3.38319,3.24914,3.40246,3.22382,3.39043,3.3498,3.55963,3.02327,3.59408,3.34265,3.31222,3.48359,3.47119,3.32164,3.46598,3.33797,3.21334,3.12861,3.29897,3.67716,3.33303,3.02646,3.46681,3.34916,3.54209,3.46833,3.20739,3.38311,3.27907,3.39753,3.03415,3.83613,3.57179,3.70827,3.33933,3.39578,3.13167,3.23736,3.37727,3.13599,3.8904,3.81976,3.48542,3.02108,3.40689,3.25935,3.67375
"OTTHUMG00000016054",3.76572,3.85883,3.78222,3.54223,4.14294,3.78947,3.56657,3.94678,3.65415,3.60486,3.74826,3.7405,4.07365,3.68883,4.05076,3.83233,4.02533,3.73194,4.13631,3.82964,3.65238,3.90008,3.97399,3.95819,3.99575,3.55427,3.92675,3.54142,3.79653,4.09922,3.70481,4.07043,3.97023,3.6789,3.85458,3.5644,3.86622,3.79621,3.64266,3.82415,3.77149,3.73398,3.52663,3.68132,3.55055,4.09607,3.51072,3.73702,3.50127,3.66343,3.97501,3.56569,3.75727,3.68712,3.8459,3.78719,3.54461,3.87334,3.81638,3.68101,3.66844
"OTTHUMG00000016055",3.56977,3.48501,3.90077,4.21097,3.65142,4.08473,3.40052,3.98385,5.17883,3.58495,3.90137,3.57752,4.12888,3.74613,4.23233,4.1051,3.96475,3.79972,3.50024,3.6813,3.36542,4.04659,3.92359,3.09025,3.74411,3.23842,3.76789,3.47113,3.73312,4.02898,3.49231,3.78204,3.92694,3.33732,3.87212,3.76753,3.53943,3.30144,4.08472,3.48597,3.58372,3.78046,4.09305,3.61068,4.21818,3.71351,3.36253,4.43689,3.59337,3.72702,3.60043,3.82347,3.82649,3.4646,3.88784,3.65674,3.92284,4.34472,3.59231,4.0519,3.49135
"OTTHUMG00000016062",6.21985,6.21582,5.61045,5.99347,6.42879,5.79737,6.81356,5.34705,5.88968,6.61676,6.62496,5.9169,6.52051,6.42889,7.24451,5.6209,6.43831,6.33099,6.12236,6.83878,6.27184,6.34014,6.71852,5.95007,5.40746,7.65848,5.79626,5.85182,7.36952,5.8676,5.71132,5.4196,5.97515,5.95658,6.01237,6.49784,6.31634,6.34023,5.43785,5.85521,5.78545,6.42163,6.62709,6.18186,7.04749,6.80279,6.29872,6.67732,6.47916,6.44227,6.92534,6.39216,6.74745,6.16438,6.31383,8.09375,7.07759,6.73755,7.07886,7.45579,5.90483
"OTTHUMG00000016063",6.46614,5.92744,5.76864,6.06936,6.394,6.23667,5.66767,5.61837,5.85988,5.9015,6.49108,5.71797,5.8182,5.77828,6.23844,6.23103,6.09212,5.90653,6.1154,6.63666,6.04163,6.37938,6.59373,5.40012,6.62788,7.32073,5.7213,5.83813,6.14394,5.40999,5.7252,5.70405,5.80732,5.38542,6.77485,6.17398,5.21333,5.92433,5.66064,6.66291,5.60554,6.05051,6.36161,6.33636,5.89299,6.15602,6.20532,6.40339,6.53301,5.89178,6.10121,6.14938,6.54845,5.77446,5.92554,6.09008,6.20857,6.15746,6.74237,6.73811,6.46745
"OTTHUMG00000016072",7.55282,7.41123,6.30534,8.01651,7.17098,7.26457,7.70495,7.8635,8.0901,6.77231,7.38346,7.20973,7.62839,7.12816,7.53387,7.21169,7.03026,7.52336,6.31252,7.27462,8.42105,6.53949,7.64971,6.24421,6.80913,7.50047,7.09876,6.60859,8.538,6.10037,7.46648,6.38384,7.08425,7.21169,7.19153,7.40078,6.92822,6.50643,7.1491,7.03108,7.51711,7.76647,7.19005,7.50591,6.48774,7.12703,6.45316,7.41228,7.93608,6.94609,7.76677,7.31091,7.12754,6.71689,6.82803,8.38401,7.46263,6.93239,6.90911,6.74261,7.70186
"OTTHUMG00000016077",2.82407,2.72175,2.60941,2.74157,2.76166,2.89108,2.82846,2.86002,2.77241,2.86723,2.90625,2.95297,3.06122,2.60704,3.15719,2.90986,2.73627,2.68895,2.7046,2.68676,2.86078,2.83282,2.84501,2.79574,3.33409,2.86336,3.32249,2.57147,2.88777,2.94673,2.64234,3.12626,2.77812,2.95378,2.84639,3.11154,2.71766,2.85415,3.05125,2.89022,2.87008,2.99435,2.78553,2.86154,2.64617,2.96745,2.6716,2.49501,2.9522,2.96418,3.32004,2.87502,2.81622,3.0236,2.63654,2.72658,2.51614,2.86711,2.71289,2.88754,2.5467
"OTTHUMG00000016088",2.66181,3.16159,3.17544,3.21749,3.25672,3.02918,3.58524,2.78032,2.77472,3.22914,2.94462,2.99957,3.02083,2.52303,3.16755,2.7984,2.79428,2.93862,3.20046,3.71354,3.07877,3.36429,2.92723,3.09577,3.14344,3.03664,2.76526,2.71072,3.18199,2.97921,2.90956,2.83175,2.76944,2.72846,3.23948,2.76463,3.08122,3.01379,3.27447,3.47876,3.02863,3.54304,3.08696,3.0844,2.90793,2.8866,2.81837,2.65969,3.04682,3.22943,3.2406,3.1864,3.17856,3.18356,2.99528,3.20372,2.90288,3.11977,2.72194,3.15677,3.09947
"OTTHUMG00000016089",3.88786,3.92963,4.01579,3.86912,4.17663,3.92301,3.89169,4.16066,3.72307,3.90816,3.76117,3.95356,3.96416,3.88369,3.89661,3.48703,4.08909,5.02986,4.08828,3.91591,3.97082,3.81443,3.94714,4.05237,4.09212,3.9163,3.53701,3.2655,3.90338,3.88786,4.13186,3.8659,4.27418,3.465,4.42916,4.22039,4.1802,3.35704,3.87586,4.36214,3.89587,4.036,4.54462,3.70357,4.0018,3.79865,3.87952,3.83222,3.86065,3.8255,3.63796,3.6549,4.02562,3.91532,3.61113,3.9163,3.51411,3.66793,3.91778,3.7467,3.90521
"OTTHUMG00000016090",5.39273,7.20208,6.80206,6.21002,7.02613,7.02108,5.98183,6.98791,6.554,6.29621,5.86702,5.09662,6.50563,7.11841,6.15421,6.83986,6.94318,7.20426,5.56203,7.06585,5.94283,6.06549,6.62321,6.72469,6.22082,7.00595,6.3366,6.16434,7.49619,7.68834,6.37354,6.09749,6.14767,6.19363,6.40383,8.34947,6.96601,6.1817,6.50618,7.10778,7.81341,6.92343,7.14975,6.50895,5.74583,6.40679,6.62933,5.70781,6.33357,7.49406,6.5564,6.44686,6.47084,6.10142,6.72797,6.89667,7.76772,6.0491,6.60807,5.86497,5.73217
"OTTHUMG00000016092",4.96937,4.91104,4.97039,4.77833,4.99216,5.4608,4.83053,5.06227,5.53433,4.59338,5.01952,5.14436,4.35444,4.74435,4.99868,5.62618,5.98754,5.42031,5.05197,6.0753,5.06628,5.45988,4.81418,4.58767,4.5492,4.701,5.00526,4.74697,5.96666,5.61665,4.70752,4.51019,4.90811,4.78585,4.77192,4.78736,5.18508,4.98762,5.39461,5.16747,5.19292,4.80441,5.10851,4.71336,5.31497,4.43731,5.19188,5.1314,5.34627,4.73006,5.1424,4.93534,4.98804,4.83651,4.5253,4.95831,4.70526,4.55122,4.86502,4.45318,5.04122
"OTTHUMG00000016436",3.43506,3.13576,2.96284,3.21583,2.99073,2.85455,3.1106,3.4607,3.53889,3.47329,2.99253,2.93173,2.94245,3.30925,3.71242,2.95136,2.9855,3.20399,3.33325,3.01388,3.86896,3.58452,3.3582,3.34378,3.35777,3.24779,3.21431,3.42047,3.38063,3.44255,3.10173,3.33322,3.63096,3.16343,3.83538,3.04124,3.16506,3.24628,3.16886,3.21937,3.11562,2.98372,3.71086,3.02702,2.72469,3.46361,3.64757,3.03621,3.29153,3.56539,3.74607,4.16851,3.56928,3.32183,2.83733,2.93047,2.80621,3.16025,3.13891,2.8125,2.88832
"OTTHUMG00000016460",4.38863,4.23992,4.24353,3.92955,4.73815,4.83729,4.58017,4.28442,4.73274,4.34177,4.94087,4.26631,4.02565,5.25802,4.57648,4.85686,4.49083,4.66601,4.23309,4.18614,4.35341,3.96796,4.28082,3.85112,4.36123,4.16489,4.80341,4.28155,4.5488,5.07183,4.20972,3.9091,4.27553,4.17718,4.38882,4.04031,4.66342,3.40353,3.91641,4.99485,4.68776,4.43599,4.21203,5.44848,4.868,4.06769,4.31736,4.56681,4.25202,4.77102,4.07535,3.73146,4.44344,3.71804,4.02333,4.47132,4.54356,4.14864,4.13392,3.58895,4.41978
"OTTHUMG00000016461",4.00238,4.0268,3.68874,3.89024,4.10438,4.17902,4.058,4.13341,3.67486,4.15773,4.14083,3.71366,4.60134,4.01441,4.27095,3.73289,3.94293,3.98323,4.44473,3.93507,3.8081,4.14718,4.12526,4.66274,3.84927,3.76403,3.84042,3.80916,3.77054,3.61712,3.64804,3.70698,3.66204,3.91539,3.72118,4.58361,3.75026,3.53027,4.04699,4.39154,4.10051,4.09884,4.13005,3.42408,4.4253,4.51462,3.44104,4.28255,3.83841,3.81789,4.17468,3.56102,4.46887,3.85516,3.46624,4.00859,4.09611,4.59691,4.55707,4.26295,3.62018
